x:  0.7 , xnext:  0.63
x:  0.668863223021 , xnext:  0.664455635733
x:  0.664455635733 , xnext:  0.668863031627
x:  0.668863031627 , xnext:  0.664455829649
x:  0.664455829649 , xnext:  0.668862840283
x:  0.668862840283 , xnext:  0.664456023515
x:  0.664456023515 , xnext:  0.668862648989
x:  0.668862648989 , xnext:  0.664456217329
x:  0.664456217329 , xnext:  0.668862457745
x:  0.668862457745 , xnext:  0.664456411093
x:  0.664456411093 , xnext:  0.668862266552
x:  0.668862266552 , xnext:  0.664456604805
x:  0.664456604805 , xnext:  0.668862075408
x:  0.668862075408 , xnext:  0.664456798467
x:  0.664456798467 , xnext:  0.668861884314
x:  0.668861884314 , xnext:  0.664456992078
x:  0.664456992078 , xnext:  0.66886169327
x:  0.66886169327 , xnext:  0.664457185638
x:  0.664457185638 , xnext:  0.668861502277
x:  0.668861502277 , xnext:  0.664457379147
x:  0.664457379147 , xnext:  0.668861311333
x:  0.668861311333 , xnext:  0.664457572605
x:  0.664457572605 , xnext:  0.668861120438
x:  0.668861120438 , xnext:  0.664457766013
x:  0.664457766013 , xnext:  0.668860929594
x:  0.668860929594 , xnext:  0.66445795937
x:  0.66445795937 , xnext:  0.6688607388
x:  0.6688607388 , xnext:  0.664458152676
x:  0.664458152676 , xnext:  0.668860548055
x:  0.668860548055 , xnext:  0.664458345931
x:  0.664458345931 , xnext:  0.668860357361
x:  0.668860357361 , xnext:  0.664458539136
x:  0.664458539136 , xnext:  0.668860166716
x:  0.668860166716 , xnext:  0.66445873229
x:  0.66445873229 , xnext:  0.66885997612
x:  0.66885997612 , xnext:  0.664458925394
x:  0.664458925394 , xnext:  0.668859785575
x:  0.668859785575 , xnext:  0.664459118447
x:  0.664459118447 , xnext:  0.668859595079
x:  0.668859595079 , xnext:  0.664459311449
x:  0.664459311449 , xnext:  0.668859404633
x:  0.668859404633 , xnext:  0.664459504401
x:  0.664459504401 , xnext:  0.668859214236
x:  0.668859214236 , xnext:  0.664459697302
x:  0.664459697302 , xnext:  0.66885902389
x:  0.66885902389 , xnext:  0.664459890153
x:  0.664459890153 , xnext:  0.668858833593
x:  0.668858833593 , xnext:  0.664460082953
x:  0.664460082953 , xnext:  0.668858643345
x:  0.668858643345 , xnext:  0.664460275703
x:  0.664460275703 , xnext:  0.668858453147
x:  0.668858453147 , xnext:  0.664460468402
x:  0.664460468402 , xnext:  0.668858262999
x:  0.668858262999 , xnext:  0.664460661051
x:  0.664460661051 , xnext:  0.6688580729
x:  0.6688580729 , xnext:  0.66446085365
x:  0.66446085365 , xnext:  0.66885788285
x:  0.66885788285 , xnext:  0.664461046198
x:  0.664461046198 , xnext:  0.66885769285
x:  0.66885769285 , xnext:  0.664461238696
x:  0.664461238696 , xnext:  0.6688575029
x:  0.6688575029 , xnext:  0.664461431143
x:  0.664461431143 , xnext:  0.668857312999
x:  0.668857312999 , xnext:  0.66446162354
x:  0.66446162354 , xnext:  0.668857123148
x:  0.668857123148 , xnext:  0.664461815887
x:  0.664461815887 , xnext:  0.668856933346
x:  0.668856933346 , xnext:  0.664462008183
x:  0.664462008183 , xnext:  0.668856743593
x:  0.668856743593 , xnext:  0.66446220043
x:  0.66446220043 , xnext:  0.668856553889
x:  0.668856553889 , xnext:  0.664462392626
x:  0.664462392626 , xnext:  0.668856364235
x:  0.668856364235 , xnext:  0.664462584772
x:  0.664462584772 , xnext:  0.668856174631
x:  0.668856174631 , xnext:  0.664462776867
x:  0.664462776867 , xnext:  0.668855985075
x:  0.668855985075 , xnext:  0.664462968913
x:  0.664462968913 , xnext:  0.668855795569
x:  0.668855795569 , xnext:  0.664463160908
x:  0.664463160908 , xnext:  0.668855606112
x:  0.668855606112 , xnext:  0.664463352853
x:  0.664463352853 , xnext:  0.668855416705
x:  0.668855416705 , xnext:  0.664463544748
x:  0.664463544748 , xnext:  0.668855227347
x:  0.668855227347 , xnext:  0.664463736593
x:  0.664463736593 , xnext:  0.668855038037
x:  0.668855038037 , xnext:  0.664463928388
x:  0.664463928388 , xnext:  0.668854848777
x:  0.668854848777 , xnext:  0.664464120133
x:  0.664464120133 , xnext:  0.668854659567
x:  0.668854659567 , xnext:  0.664464311828
x:  0.664464311828 , xnext:  0.668854470405
x:  0.668854470405 , xnext:  0.664464503473
x:  0.664464503473 , xnext:  0.668854281292
x:  0.668854281292 , xnext:  0.664464695068
x:  0.664464695068 , xnext:  0.668854092229
x:  0.668854092229 , xnext:  0.664464886613
x:  0.664464886613 , xnext:  0.668853903214
x:  0.668853903214 , xnext:  0.664465078108
x:  0.664465078108 , xnext:  0.668853714249
x:  0.668853714249 , xnext:  0.664465269553
x:  0.664465269553 , xnext:  0.668853525332
x:  0.668853525332 , xnext:  0.664465460948
x:  0.664465460948 , xnext:  0.668853336465
x:  0.668853336465 , xnext:  0.664465652294
x:  0.664465652294 , xnext:  0.668853147647
x:  0.668853147647 , xnext:  0.664465843589
x:  0.664465843589 , xnext:  0.668852958877
x:  0.668852958877 , xnext:  0.664466034835
x:  0.664466034835 , xnext:  0.668852770157
x:  0.668852770157 , xnext:  0.664466226031
x:  0.664466226031 , xnext:  0.668852581485
x:  0.668852581485 , xnext:  0.664466417177
x:  0.664466417177 , xnext:  0.668852392863
x:  0.668852392863 , xnext:  0.664466608274
x:  0.664466608274 , xnext:  0.668852204289
x:  0.668852204289 , xnext:  0.66446679932
x:  0.66446679932 , xnext:  0.668852015764
x:  0.668852015764 , xnext:  0.664466990317
x:  0.664466990317 , xnext:  0.668851827288
x:  0.668851827288 , xnext:  0.664467181265
x:  0.664467181265 , xnext:  0.66885163886
x:  0.66885163886 , xnext:  0.664467372162
x:  0.664467372162 , xnext:  0.668851450482
x:  0.668851450482 , xnext:  0.66446756301
x:  0.66446756301 , xnext:  0.668851262152
x:  0.668851262152 , xnext:  0.664467753809
x:  0.664467753809 , xnext:  0.668851073871
x:  0.668851073871 , xnext:  0.664467944558
x:  0.664467944558 , xnext:  0.668850885639
x:  0.668850885639 , xnext:  0.664468135257
x:  0.664468135257 , xnext:  0.668850697456
x:  0.668850697456 , xnext:  0.664468325906
x:  0.664468325906 , xnext:  0.668850509321
x:  0.668850509321 , xnext:  0.664468516506
x:  0.664468516506 , xnext:  0.668850321235
x:  0.668850321235 , xnext:  0.664468707057
x:  0.664468707057 , xnext:  0.668850133197
x:  0.668850133197 , xnext:  0.664468897558
x:  0.664468897558 , xnext:  0.668849945208
x:  0.668849945208 , xnext:  0.66446908801
x:  0.66446908801 , xnext:  0.668849757268
x:  0.668849757268 , xnext:  0.664469278412
x:  0.664469278412 , xnext:  0.668849569376
x:  0.668849569376 , xnext:  0.664469468764
x:  0.664469468764 , xnext:  0.668849381533
x:  0.668849381533 , xnext:  0.664469659068
x:  0.664469659068 , xnext:  0.668849193738
x:  0.668849193738 , xnext:  0.664469849322
x:  0.664469849322 , xnext:  0.668849005992
x:  0.668849005992 , xnext:  0.664470039526
x:  0.664470039526 , xnext:  0.668848818295
x:  0.668848818295 , xnext:  0.664470229681
x:  0.664470229681 , xnext:  0.668848630646
x:  0.668848630646 , xnext:  0.664470419787
x:  0.664470419787 , xnext:  0.668848443045
x:  0.668848443045 , xnext:  0.664470609844
x:  0.664470609844 , xnext:  0.668848255493
x:  0.668848255493 , xnext:  0.664470799851
x:  0.664470799851 , xnext:  0.668848067989
x:  0.668848067989 , xnext:  0.664470989809
x:  0.664470989809 , xnext:  0.668847880534
x:  0.668847880534 , xnext:  0.664471179718
x:  0.664471179718 , xnext:  0.668847693127
x:  0.668847693127 , xnext:  0.664471369578
x:  0.664471369578 , xnext:  0.668847505768
x:  0.668847505768 , xnext:  0.664471559388
x:  0.664471559388 , xnext:  0.668847318457
x:  0.668847318457 , xnext:  0.664471749149
x:  0.664471749149 , xnext:  0.668847131195
x:  0.668847131195 , xnext:  0.664471938861
x:  0.664471938861 , xnext:  0.668846943982
x:  0.668846943982 , xnext:  0.664472128524
x:  0.664472128524 , xnext:  0.668846756816
x:  0.668846756816 , xnext:  0.664472318138
x:  0.664472318138 , xnext:  0.668846569699
x:  0.668846569699 , xnext:  0.664472507703
x:  0.664472507703 , xnext:  0.66884638263
x:  0.66884638263 , xnext:  0.664472697218
x:  0.664472697218 , xnext:  0.668846195609
x:  0.668846195609 , xnext:  0.664472886685
x:  0.664472886685 , xnext:  0.668846008637
x:  0.668846008637 , xnext:  0.664473076102
x:  0.664473076102 , xnext:  0.668845821712
x:  0.668845821712 , xnext:  0.664473265471
x:  0.664473265471 , xnext:  0.668845634836
x:  0.668845634836 , xnext:  0.66447345479
x:  0.66447345479 , xnext:  0.668845448008
x:  0.668845448008 , xnext:  0.664473644061
x:  0.664473644061 , xnext:  0.668845261228
x:  0.668845261228 , xnext:  0.664473833283
x:  0.664473833283 , xnext:  0.668845074496
x:  0.668845074496 , xnext:  0.664474022455
x:  0.664474022455 , xnext:  0.668844887812
x:  0.668844887812 , xnext:  0.664474211579
x:  0.664474211579 , xnext:  0.668844701176
x:  0.668844701176 , xnext:  0.664474400654
x:  0.664474400654 , xnext:  0.668844514588
x:  0.668844514588 , xnext:  0.66447458968
x:  0.66447458968 , xnext:  0.668844328048
x:  0.668844328048 , xnext:  0.664474778658
x:  0.664474778658 , xnext:  0.668844141557
x:  0.668844141557 , xnext:  0.664474967586
x:  0.664474967586 , xnext:  0.668843955113
x:  0.668843955113 , xnext:  0.664475156466
x:  0.664475156466 , xnext:  0.668843768717
x:  0.668843768717 , xnext:  0.664475345297
x:  0.664475345297 , xnext:  0.668843582369
x:  0.668843582369 , xnext:  0.664475534079
x:  0.664475534079 , xnext:  0.668843396069
x:  0.668843396069 , xnext:  0.664475722812
x:  0.664475722812 , xnext:  0.668843209816
x:  0.668843209816 , xnext:  0.664475911497
x:  0.664475911497 , xnext:  0.668843023612
x:  0.668843023612 , xnext:  0.664476100133
x:  0.664476100133 , xnext:  0.668842837455
x:  0.668842837455 , xnext:  0.66447628872
x:  0.66447628872 , xnext:  0.668842651347
x:  0.668842651347 , xnext:  0.664476477259
x:  0.664476477259 , xnext:  0.668842465286
x:  0.668842465286 , xnext:  0.664476665749
x:  0.664476665749 , xnext:  0.668842279272
x:  0.668842279272 , xnext:  0.66447685419
x:  0.66447685419 , xnext:  0.668842093307
x:  0.668842093307 , xnext:  0.664477042583
x:  0.664477042583 , xnext:  0.668841907389
x:  0.668841907389 , xnext:  0.664477230927
x:  0.664477230927 , xnext:  0.668841721519
x:  0.668841721519 , xnext:  0.664477419223
x:  0.664477419223 , xnext:  0.668841535697
x:  0.668841535697 , xnext:  0.66447760747
x:  0.66447760747 , xnext:  0.668841349923
x:  0.668841349923 , xnext:  0.664477795669
x:  0.664477795669 , xnext:  0.668841164196
x:  0.668841164196 , xnext:  0.664477983819
x:  0.664477983819 , xnext:  0.668840978516
x:  0.668840978516 , xnext:  0.664478171921
x:  0.664478171921 , xnext:  0.668840792885
x:  0.668840792885 , xnext:  0.664478359974
x:  0.664478359974 , xnext:  0.6688406073
x:  0.6688406073 , xnext:  0.664478547979
x:  0.664478547979 , xnext:  0.668840421764
x:  0.668840421764 , xnext:  0.664478735936
x:  0.664478735936 , xnext:  0.668840236275
x:  0.668840236275 , xnext:  0.664478923844
x:  0.664478923844 , xnext:  0.668840050834
x:  0.668840050834 , xnext:  0.664479111704
x:  0.664479111704 , xnext:  0.66883986544
x:  0.66883986544 , xnext:  0.664479299515
x:  0.664479299515 , xnext:  0.668839680093
x:  0.668839680093 , xnext:  0.664479487278
x:  0.664479487278 , xnext:  0.668839494794
x:  0.668839494794 , xnext:  0.664479674993
x:  0.664479674993 , xnext:  0.668839309543
x:  0.668839309543 , xnext:  0.664479862659
x:  0.664479862659 , xnext:  0.668839124339
x:  0.668839124339 , xnext:  0.664480050278
x:  0.664480050278 , xnext:  0.668838939182
x:  0.668838939182 , xnext:  0.664480237848
x:  0.664480237848 , xnext:  0.668838754073
x:  0.668838754073 , xnext:  0.66448042537
x:  0.66448042537 , xnext:  0.668838569011
x:  0.668838569011 , xnext:  0.664480612843
x:  0.664480612843 , xnext:  0.668838383996
x:  0.668838383996 , xnext:  0.664480800269
x:  0.664480800269 , xnext:  0.668838199029
x:  0.668838199029 , xnext:  0.664480987646
x:  0.664480987646 , xnext:  0.668838014109
x:  0.668838014109 , xnext:  0.664481174975
x:  0.664481174975 , xnext:  0.668837829236
x:  0.668837829236 , xnext:  0.664481362256
x:  0.664481362256 , xnext:  0.668837644411
x:  0.668837644411 , xnext:  0.664481549489
x:  0.664481549489 , xnext:  0.668837459633
x:  0.668837459633 , xnext:  0.664481736674
x:  0.664481736674 , xnext:  0.668837274902
x:  0.668837274902 , xnext:  0.664481923811
x:  0.664481923811 , xnext:  0.668837090218
x:  0.668837090218 , xnext:  0.6644821109
x:  0.6644821109 , xnext:  0.668836905582
x:  0.668836905582 , xnext:  0.664482297941
x:  0.664482297941 , xnext:  0.668836720992
x:  0.668836720992 , xnext:  0.664482484934
x:  0.664482484934 , xnext:  0.66883653645
x:  0.66883653645 , xnext:  0.664482671879
x:  0.664482671879 , xnext:  0.668836351955
x:  0.668836351955 , xnext:  0.664482858776
x:  0.664482858776 , xnext:  0.668836167507
x:  0.668836167507 , xnext:  0.664483045625
x:  0.664483045625 , xnext:  0.668835983106
x:  0.668835983106 , xnext:  0.664483232426
x:  0.664483232426 , xnext:  0.668835798752
x:  0.668835798752 , xnext:  0.664483419179
x:  0.664483419179 , xnext:  0.668835614446
x:  0.668835614446 , xnext:  0.664483605884
x:  0.664483605884 , xnext:  0.668835430186
x:  0.668835430186 , xnext:  0.664483792542
x:  0.664483792542 , xnext:  0.668835245973
x:  0.668835245973 , xnext:  0.664483979152
x:  0.664483979152 , xnext:  0.668835061807
x:  0.668835061807 , xnext:  0.664484165714
x:  0.664484165714 , xnext:  0.668834877689
x:  0.668834877689 , xnext:  0.664484352228
x:  0.664484352228 , xnext:  0.668834693617
x:  0.668834693617 , xnext:  0.664484538694
x:  0.664484538694 , xnext:  0.668834509592
x:  0.668834509592 , xnext:  0.664484725113
x:  0.664484725113 , xnext:  0.668834325614
x:  0.668834325614 , xnext:  0.664484911484
x:  0.664484911484 , xnext:  0.668834141683
x:  0.668834141683 , xnext:  0.664485097807
x:  0.664485097807 , xnext:  0.668833957798
x:  0.668833957798 , xnext:  0.664485284082
x:  0.664485284082 , xnext:  0.668833773961
x:  0.668833773961 , xnext:  0.66448547031
x:  0.66448547031 , xnext:  0.668833590171
x:  0.668833590171 , xnext:  0.66448565649
x:  0.66448565649 , xnext:  0.668833406427
x:  0.668833406427 , xnext:  0.664485842623
x:  0.664485842623 , xnext:  0.66883322273
x:  0.66883322273 , xnext:  0.664486028708
x:  0.664486028708 , xnext:  0.66883303908
x:  0.66883303908 , xnext:  0.664486214745
x:  0.664486214745 , xnext:  0.668832855476
x:  0.668832855476 , xnext:  0.664486400735
x:  0.664486400735 , xnext:  0.668832671919
x:  0.668832671919 , xnext:  0.664486586678
x:  0.664486586678 , xnext:  0.668832488409
x:  0.668832488409 , xnext:  0.664486772572
x:  0.664486772572 , xnext:  0.668832304946
x:  0.668832304946 , xnext:  0.66448695842
x:  0.66448695842 , xnext:  0.668832121529
x:  0.668832121529 , xnext:  0.66448714422
x:  0.66448714422 , xnext:  0.668831938159
x:  0.668831938159 , xnext:  0.664487329972
x:  0.664487329972 , xnext:  0.668831754836
x:  0.668831754836 , xnext:  0.664487515677
x:  0.664487515677 , xnext:  0.668831571559
x:  0.668831571559 , xnext:  0.664487701334
x:  0.664487701334 , xnext:  0.668831388329
x:  0.668831388329 , xnext:  0.664487886945
x:  0.664487886945 , xnext:  0.668831205146
x:  0.668831205146 , xnext:  0.664488072507
x:  0.664488072507 , xnext:  0.668831022008
x:  0.668831022008 , xnext:  0.664488258023
x:  0.664488258023 , xnext:  0.668830838918
x:  0.668830838918 , xnext:  0.664488443491
x:  0.664488443491 , xnext:  0.668830655874
x:  0.668830655874 , xnext:  0.664488628912
x:  0.664488628912 , xnext:  0.668830472876
x:  0.668830472876 , xnext:  0.664488814285
x:  0.664488814285 , xnext:  0.668830289925
x:  0.668830289925 , xnext:  0.664488999611
x:  0.664488999611 , xnext:  0.668830107021
x:  0.668830107021 , xnext:  0.66448918489
x:  0.66448918489 , xnext:  0.668829924163
x:  0.668829924163 , xnext:  0.664489370122
x:  0.664489370122 , xnext:  0.668829741351
x:  0.668829741351 , xnext:  0.664489555306
x:  0.664489555306 , xnext:  0.668829558586
x:  0.668829558586 , xnext:  0.664489740443
x:  0.664489740443 , xnext:  0.668829375867
x:  0.668829375867 , xnext:  0.664489925534
x:  0.664489925534 , xnext:  0.668829193194
x:  0.668829193194 , xnext:  0.664490110576
x:  0.664490110576 , xnext:  0.668829010568
x:  0.668829010568 , xnext:  0.664490295572
x:  0.664490295572 , xnext:  0.668828827988
x:  0.668828827988 , xnext:  0.664490480521
x:  0.664490480521 , xnext:  0.668828645454
x:  0.668828645454 , xnext:  0.664490665423
x:  0.664490665423 , xnext:  0.668828462967
x:  0.668828462967 , xnext:  0.664490850277
x:  0.664490850277 , xnext:  0.668828280525
x:  0.668828280525 , xnext:  0.664491035085
x:  0.664491035085 , xnext:  0.66882809813
x:  0.66882809813 , xnext:  0.664491219845
x:  0.664491219845 , xnext:  0.668827915782
x:  0.668827915782 , xnext:  0.664491404558
x:  0.664491404558 , xnext:  0.668827733479
x:  0.668827733479 , xnext:  0.664491589225
x:  0.664491589225 , xnext:  0.668827551223
x:  0.668827551223 , xnext:  0.664491773844
x:  0.664491773844 , xnext:  0.668827369013
x:  0.668827369013 , xnext:  0.664491958417
x:  0.664491958417 , xnext:  0.668827186849
x:  0.668827186849 , xnext:  0.664492142942
x:  0.664492142942 , xnext:  0.668827004731
x:  0.668827004731 , xnext:  0.664492327421
x:  0.664492327421 , xnext:  0.668826822659
x:  0.668826822659 , xnext:  0.664492511853
x:  0.664492511853 , xnext:  0.668826640633
x:  0.668826640633 , xnext:  0.664492696237
x:  0.664492696237 , xnext:  0.668826458654
x:  0.668826458654 , xnext:  0.664492880575
x:  0.664492880575 , xnext:  0.66882627672
x:  0.66882627672 , xnext:  0.664493064867
x:  0.664493064867 , xnext:  0.668826094832
x:  0.668826094832 , xnext:  0.664493249111
x:  0.664493249111 , xnext:  0.668825912991
x:  0.668825912991 , xnext:  0.664493433309
x:  0.664493433309 , xnext:  0.668825731195
x:  0.668825731195 , xnext:  0.664493617459
x:  0.664493617459 , xnext:  0.668825549445
x:  0.668825549445 , xnext:  0.664493801563
x:  0.664493801563 , xnext:  0.668825367742
x:  0.668825367742 , xnext:  0.664493985621
x:  0.664493985621 , xnext:  0.668825186084
x:  0.668825186084 , xnext:  0.664494169631
x:  0.664494169631 , xnext:  0.668825004472
x:  0.668825004472 , xnext:  0.664494353595
x:  0.664494353595 , xnext:  0.668824822906
x:  0.668824822906 , xnext:  0.664494537512
x:  0.664494537512 , xnext:  0.668824641386
x:  0.668824641386 , xnext:  0.664494721383
x:  0.664494721383 , xnext:  0.668824459912
x:  0.668824459912 , xnext:  0.664494905207
x:  0.664494905207 , xnext:  0.668824278483
x:  0.668824278483 , xnext:  0.664495088984
x:  0.664495088984 , xnext:  0.668824097101
x:  0.668824097101 , xnext:  0.664495272715
x:  0.664495272715 , xnext:  0.668823915764
x:  0.668823915764 , xnext:  0.664495456399
x:  0.664495456399 , xnext:  0.668823734473
x:  0.668823734473 , xnext:  0.664495640036
x:  0.664495640036 , xnext:  0.668823553227
x:  0.668823553227 , xnext:  0.664495823627
x:  0.664495823627 , xnext:  0.668823372028
x:  0.668823372028 , xnext:  0.664496007172
x:  0.664496007172 , xnext:  0.668823190874
x:  0.668823190874 , xnext:  0.66449619067
x:  0.66449619067 , xnext:  0.668823009766
x:  0.668823009766 , xnext:  0.664496374121
x:  0.664496374121 , xnext:  0.668822828703
x:  0.668822828703 , xnext:  0.664496557526
x:  0.664496557526 , xnext:  0.668822647686
x:  0.668822647686 , xnext:  0.664496740885
x:  0.664496740885 , xnext:  0.668822466715
x:  0.668822466715 , xnext:  0.664496924197
x:  0.664496924197 , xnext:  0.668822285789
x:  0.668822285789 , xnext:  0.664497107463
x:  0.664497107463 , xnext:  0.668822104909
x:  0.668822104909 , xnext:  0.664497290682
x:  0.664497290682 , xnext:  0.668821924075
x:  0.668821924075 , xnext:  0.664497473855
x:  0.664497473855 , xnext:  0.668821743286
x:  0.668821743286 , xnext:  0.664497656982
x:  0.664497656982 , xnext:  0.668821562543
x:  0.668821562543 , xnext:  0.664497840062
x:  0.664497840062 , xnext:  0.668821381845
x:  0.668821381845 , xnext:  0.664498023096
x:  0.664498023096 , xnext:  0.668821201193
x:  0.668821201193 , xnext:  0.664498206084
x:  0.664498206084 , xnext:  0.668821020586
x:  0.668821020586 , xnext:  0.664498389025
x:  0.664498389025 , xnext:  0.668820840024
x:  0.668820840024 , xnext:  0.66449857192
x:  0.66449857192 , xnext:  0.668820659508
x:  0.668820659508 , xnext:  0.664498754769
x:  0.664498754769 , xnext:  0.668820479038
x:  0.668820479038 , xnext:  0.664498937572
x:  0.664498937572 , xnext:  0.668820298613
x:  0.668820298613 , xnext:  0.664499120329
x:  0.664499120329 , xnext:  0.668820118233
x:  0.668820118233 , xnext:  0.664499303039
x:  0.664499303039 , xnext:  0.668819937899
x:  0.668819937899 , xnext:  0.664499485704
x:  0.664499485704 , xnext:  0.66881975761
x:  0.66881975761 , xnext:  0.664499668322
x:  0.664499668322 , xnext:  0.668819577366
x:  0.668819577366 , xnext:  0.664499850894
x:  0.664499850894 , xnext:  0.668819397168
x:  0.668819397168 , xnext:  0.66450003342
x:  0.66450003342 , xnext:  0.668819217015
x:  0.668819217015 , xnext:  0.6645002159
x:  0.6645002159 , xnext:  0.668819036907
x:  0.668819036907 , xnext:  0.664500398333
x:  0.664500398333 , xnext:  0.668818856845
x:  0.668818856845 , xnext:  0.664500580721
x:  0.664500580721 , xnext:  0.668818676827
x:  0.668818676827 , xnext:  0.664500763063
x:  0.664500763063 , xnext:  0.668818496855
x:  0.668818496855 , xnext:  0.664500945359
x:  0.664500945359 , xnext:  0.668818316928
x:  0.668818316928 , xnext:  0.664501127609
x:  0.664501127609 , xnext:  0.668818137047
x:  0.668818137047 , xnext:  0.664501309812
x:  0.664501309812 , xnext:  0.66881795721
x:  0.66881795721 , xnext:  0.66450149197
x:  0.66450149197 , xnext:  0.668817777419
x:  0.668817777419 , xnext:  0.664501674082
x:  0.664501674082 , xnext:  0.668817597672
x:  0.668817597672 , xnext:  0.664501856148
x:  0.664501856148 , xnext:  0.668817417971
x:  0.668817417971 , xnext:  0.664502038169
x:  0.664502038169 , xnext:  0.668817238315
x:  0.668817238315 , xnext:  0.664502220143
x:  0.664502220143 , xnext:  0.668817058704
x:  0.668817058704 , xnext:  0.664502402071
x:  0.664502402071 , xnext:  0.668816879138
x:  0.668816879138 , xnext:  0.664502583954
x:  0.664502583954 , xnext:  0.668816699617
x:  0.668816699617 , xnext:  0.664502765791
x:  0.664502765791 , xnext:  0.668816520141
x:  0.668816520141 , xnext:  0.664502947582
x:  0.664502947582 , xnext:  0.66881634071
x:  0.66881634071 , xnext:  0.664503129328
x:  0.664503129328 , xnext:  0.668816161324
x:  0.668816161324 , xnext:  0.664503311027
x:  0.664503311027 , xnext:  0.668815981983
x:  0.668815981983 , xnext:  0.664503492681
x:  0.664503492681 , xnext:  0.668815802687
x:  0.668815802687 , xnext:  0.664503674289
x:  0.664503674289 , xnext:  0.668815623436
x:  0.668815623436 , xnext:  0.664503855852
x:  0.664503855852 , xnext:  0.66881544423
x:  0.66881544423 , xnext:  0.664504037368
x:  0.664504037368 , xnext:  0.668815265068
x:  0.668815265068 , xnext:  0.66450421884
x:  0.66450421884 , xnext:  0.668815085952
x:  0.668815085952 , xnext:  0.664504400265
x:  0.664504400265 , xnext:  0.66881490688
x:  0.66881490688 , xnext:  0.664504581645
x:  0.664504581645 , xnext:  0.668814727853
x:  0.668814727853 , xnext:  0.664504762979
x:  0.664504762979 , xnext:  0.668814548871
x:  0.668814548871 , xnext:  0.664504944268
x:  0.664504944268 , xnext:  0.668814369934
x:  0.668814369934 , xnext:  0.664505125511
x:  0.664505125511 , xnext:  0.668814191041
x:  0.668814191041 , xnext:  0.664505306709
x:  0.664505306709 , xnext:  0.668814012194
x:  0.668814012194 , xnext:  0.664505487861
x:  0.664505487861 , xnext:  0.668813833391
x:  0.668813833391 , xnext:  0.664505668968
x:  0.664505668968 , xnext:  0.668813654632
x:  0.668813654632 , xnext:  0.664505850029
x:  0.664505850029 , xnext:  0.668813475919
x:  0.668813475919 , xnext:  0.664506031045
x:  0.664506031045 , xnext:  0.66881329725
x:  0.66881329725 , xnext:  0.664506212015
x:  0.664506212015 , xnext:  0.668813118625
x:  0.668813118625 , xnext:  0.66450639294
x:  0.66450639294 , xnext:  0.668812940046
x:  0.668812940046 , xnext:  0.664506573819
x:  0.664506573819 , xnext:  0.668812761511
x:  0.668812761511 , xnext:  0.664506754654
x:  0.664506754654 , xnext:  0.66881258302
x:  0.66881258302 , xnext:  0.664506935442
x:  0.664506935442 , xnext:  0.668812404574
x:  0.668812404574 , xnext:  0.664507116186
x:  0.664507116186 , xnext:  0.668812226173
x:  0.668812226173 , xnext:  0.664507296884
x:  0.664507296884 , xnext:  0.668812047816
x:  0.668812047816 , xnext:  0.664507477536
x:  0.664507477536 , xnext:  0.668811869504
x:  0.668811869504 , xnext:  0.664507658144
x:  0.664507658144 , xnext:  0.668811691236
x:  0.668811691236 , xnext:  0.664507838706
x:  0.664507838706 , xnext:  0.668811513013
x:  0.668811513013 , xnext:  0.664508019223
x:  0.664508019223 , xnext:  0.668811334834
x:  0.668811334834 , xnext:  0.664508199695
x:  0.664508199695 , xnext:  0.6688111567
x:  0.6688111567 , xnext:  0.664508380121
x:  0.664508380121 , xnext:  0.66881097861
x:  0.66881097861 , xnext:  0.664508560503
x:  0.664508560503 , xnext:  0.668810800564
x:  0.668810800564 , xnext:  0.664508740839
x:  0.664508740839 , xnext:  0.668810622563
x:  0.668810622563 , xnext:  0.66450892113
x:  0.66450892113 , xnext:  0.668810444606
x:  0.668810444606 , xnext:  0.664509101376
x:  0.664509101376 , xnext:  0.668810266694
x:  0.668810266694 , xnext:  0.664509281576
x:  0.664509281576 , xnext:  0.668810088826
x:  0.668810088826 , xnext:  0.664509461732
x:  0.664509461732 , xnext:  0.668809911002
x:  0.668809911002 , xnext:  0.664509641842
x:  0.664509641842 , xnext:  0.668809733223
x:  0.668809733223 , xnext:  0.664509821908
x:  0.664509821908 , xnext:  0.668809555487
x:  0.668809555487 , xnext:  0.664510001928
x:  0.664510001928 , xnext:  0.668809377797
x:  0.668809377797 , xnext:  0.664510181904
x:  0.664510181904 , xnext:  0.66880920015
x:  0.66880920015 , xnext:  0.664510361834
x:  0.664510361834 , xnext:  0.668809022548
x:  0.668809022548 , xnext:  0.66451054172
x:  0.66451054172 , xnext:  0.668808844989
x:  0.668808844989 , xnext:  0.66451072156
x:  0.66451072156 , xnext:  0.668808667475
x:  0.668808667475 , xnext:  0.664510901356
x:  0.664510901356 , xnext:  0.668808490005
x:  0.668808490005 , xnext:  0.664511081106
x:  0.664511081106 , xnext:  0.66880831258
x:  0.66880831258 , xnext:  0.664511260812
x:  0.664511260812 , xnext:  0.668808135198
x:  0.668808135198 , xnext:  0.664511440473
x:  0.664511440473 , xnext:  0.668807957861
x:  0.668807957861 , xnext:  0.664511620089
x:  0.664511620089 , xnext:  0.668807780567
x:  0.668807780567 , xnext:  0.66451179966
x:  0.66451179966 , xnext:  0.668807603318
x:  0.668807603318 , xnext:  0.664511979186
x:  0.664511979186 , xnext:  0.668807426113
x:  0.668807426113 , xnext:  0.664512158667
